beds,baths,sq_feet,cats,dogs,postal_code,type_Apartment,type_Basement,type_Condo Unit,type_House,price
2,1.0,574.0,1,1,66,0.0,0.0,0.0,0.0,1329.0
1,1.0,533.0,1,1,66,0.0,0.0,0.0,0.0,1100.0
3,2.5,1454.0,1,1,65,0.0,0.0,0.0,0.0,2200.0
2,1.0,1371.060606060606,0,0,53,0.0,0.0,0.0,0.0,800.0
3,1.5,1100.0,1,0,25,0.0,0.0,0.0,0.0,1450.0
1,1.0,854.0,1,1,36,0.0,0.0,1.0,0.0,1895.0
2,1.0,1371.060606060606,1,1,69,0.0,1.0,0.0,0.0,1250.0
3,1.0,1200.0,0,0,17,0.0,0.0,0.0,0.0,1595.0
2,2.0,901.0,1,1,39,1.0,0.0,0.0,0.0,1509.0
3,1.5,1100.0,0,0,72,0.0,0.0,0.0,0.0,1750.0
3,1.5,1371.060606060606,0,0,65,0.0,0.0,0.0,0.0,1600.0
0,1.0,665.0,0,0,168,0.0,0.0,1.0,0.0,1320.0
1,1.0,588.0,1,1,68,1.0,0.0,0.0,0.0,1310.0
2,2.0,782.0,1,1,68,1.0,0.0,0.0,0.0,1465.0
2,2.0,881.0,1,1,68,1.0,0.0,0.0,0.0,1480.0
2,1.0,840.0,1,1,65,0.0,0.0,1.0,0.0,1595.0
1,1.0,500.0,1,1,146,0.0,0.0,0.0,0.0,1322.0
2,2.0,965.0,0,0,36,1.0,0.0,0.0,0.0,2025.0
1,1.0,0.0,1,1,225,1.0,0.0,0.0,0.0,1228.0
3,2.5,1600.0,1,1,74,0.0,0.0,0.0,0.0,2299.0
1,1.0,712.0,1,0,290,0.0,0.0,1.0,0.0,1525.0
1,1.0,750.0,1,1,25,1.0,0.0,0.0,0.0,1282.0
2,2.0,1100.0,1,1,25,1.0,0.0,0.0,0.0,1499.0
1,1.0,750.0,1,1,25,1.0,0.0,0.0,0.0,1579.0
3,2.5,1371.060606060606,1,1,215,0.0,0.0,0.0,0.0,2200.0
4,2.5,1371.060606060606,0,0,215,0.0,0.0,0.0,1.0,2800.0
1,1.0,1371.060606060606,1,1,194,0.0,0.0,1.0,0.0,1150.0
4,3.0,1097.0,0,0,20,0.0,0.0,0.0,1.0,2550.0
2,1.0,1371.060606060606,0,0,101,0.0,0.0,0.0,0.0,1500.0
2,2.0,1020.0,0,0,290,0.0,0.0,1.0,0.0,2000.0
0,1.0,1371.060606060606,1,1,39,1.0,0.0,0.0,0.0,875.0
2,1.0,1200.0,1,0,290,0.0,0.0,1.0,0.0,1900.0
3,2.5,1371.060606060606,0,0,66,0.0,0.0,0.0,0.0,2350.0
3,2.0,1000.0,0,0,66,0.0,0.0,0.0,1.0,1900.0
1,1.0,600.0,1,1,22,0.0,0.0,0.0,0.0,1075.0
1,1.0,800.0,0,0,59,1.0,0.0,0.0,0.0,1295.0
3,2.0,1173.0,1,1,146,1.0,0.0,0.0,0.0,2495.0
1,1.0,700.0,0,0,49,0.0,1.0,0.0,0.0,750.0
2,1.0,780.0,0,0,168,0.0,0.0,1.0,0.0,1900.0
1,1.0,900.0,0,0,290,0.0,0.0,1.0,0.0,1400.0
3,2.5,1530.0,0,0,74,0.0,0.0,0.0,0.0,1750.0
3,2.5,1650.0,0,0,215,0.0,0.0,0.0,1.0,2400.0
3,2.5,1371.060606060606,0,0,101,0.0,0.0,0.0,1.0,2600.0
0,1.0,450.0,1,0,290,0.0,0.0,1.0,0.0,1595.0
3,1.0,1371.060606060606,1,0,69,0.0,0.0,0.0,0.0,1650.0
3,1.0,1400.0,0,0,146,0.0,1.0,0.0,0.0,1500.0
1,1.0,0.0,1,1,225,1.0,0.0,0.0,0.0,1069.0
1,1.0,0.0,1,1,225,1.0,0.0,0.0,0.0,1194.0
2,2.5,1550.0,1,1,146,0.0,0.0,0.0,0.0,2199.0
3,2.5,1450.0,1,1,25,0.0,0.0,0.0,0.0,2095.0
1,1.0,900.0,1,1,59,0.0,0.0,0.0,0.0,1547.0
3,2.5,1400.0,1,1,74,0.0,0.0,0.0,0.0,2000.0
2,2.0,1100.0,1,1,13,1.0,0.0,0.0,0.0,1889.0
1,1.0,1371.060606060606,1,1,68,1.0,0.0,0.0,0.0,1370.0
2,2.0,1371.060606060606,1,1,68,1.0,0.0,0.0,0.0,1525.0
2,2.0,847.0,1,1,66,1.0,0.0,0.0,0.0,1685.0
2,2.0,945.0,1,1,66,1.0,0.0,0.0,0.0,1795.0
1,2.0,846.0,1,1,66,1.0,0.0,0.0,0.0,1685.0
1,1.0,587.0,1,1,66,1.0,0.0,0.0,0.0,1395.0
0,1.0,485.0,0,0,290,0.0,0.0,1.0,0.0,1695.0
1,1.0,1371.060606060606,1,1,65,0.0,1.0,0.0,0.0,995.0
3,2.5,1700.0,0,0,215,0.0,0.0,0.0,0.0,2150.0
2,1.0,1371.060606060606,1,1,66,0.0,0.0,0.0,1.0,1800.0
1,1.0,580.0,1,1,290,1.0,0.0,0.0,0.0,1020.0
3,1.0,1000.0,1,1,59,0.0,0.0,0.0,0.0,1795.0
1,1.0,600.0,0,0,290,1.0,0.0,0.0,0.0,1400.0
2,2.0,795.0,0,0,168,0.0,0.0,1.0,0.0,2250.0
2,2.0,950.0,0,0,65,0.0,0.0,1.0,0.0,1650.0
3,2.5,1306.0,0,0,66,0.0,0.0,0.0,0.0,1845.0
3,1.0,1150.0,1,1,225,0.0,0.0,1.0,0.0,1895.0
1,1.0,900.0,0,0,215,0.0,0.0,0.0,1.0,1400.0
2,1.0,894.0,1,1,66,0.0,0.0,0.0,0.0,1795.0
2,2.0,835.0,0,0,36,0.0,0.0,1.0,0.0,1750.0
1,1.0,1371.060606060606,0,0,225,0.0,0.0,1.0,0.0,925.0
1,1.0,628.0,1,1,168,0.0,0.0,1.0,0.0,1695.0
3,2.5,1320.0,1,0,215,0.0,0.0,0.0,0.0,2190.0
5,3.5,2252.0,0,0,49,0.0,0.0,0.0,1.0,3200.0
3,2.5,1368.0,1,1,66,0.0,0.0,0.0,0.0,2300.0
1,2.5,1200.0,0,0,146,0.0,0.0,0.0,0.0,1050.0
1,1.0,675.0,0,0,92,0.0,1.0,0.0,0.0,1300.0
1,1.0,579.0,0,0,69,0.0,1.0,0.0,0.0,1050.0
3,3.0,2200.0,0,0,215,0.0,0.0,0.0,1.0,2600.0
1,1.0,550.0,1,0,225,0.0,1.0,0.0,0.0,1250.0
3,2.0,2063.0,1,0,59,0.0,0.0,0.0,0.0,3000.0
2,1.0,900.0,0,0,194,1.0,0.0,0.0,0.0,1495.0
0,1.0,500.0,0,0,194,1.0,0.0,0.0,0.0,850.0
1,1.0,800.0,0,0,194,1.0,0.0,0.0,0.0,1295.0
1,1.0,1371.060606060606,1,1,225,0.0,0.0,1.0,0.0,1295.0
3,2.5,1600.0,0,0,66,0.0,0.0,0.0,0.0,2300.0
1,1.0,590.0,0,0,53,1.0,0.0,0.0,0.0,1300.0
3,1.5,1100.0,0,0,194,0.0,0.0,0.0,0.0,2300.0
3,2.5,1960.0,1,1,77,0.0,0.0,0.0,1.0,2500.0
6,4.5,1371.060606060606,1,1,59,0.0,0.0,0.0,1.0,3800.0
2,1.0,1371.060606060606,1,1,36,0.0,0.0,1.0,0.0,1550.0
3,2.0,1250.0,1,1,66,0.0,0.0,0.0,0.0,1850.0
4,3.5,1600.0,0,0,215,0.0,0.0,0.0,0.0,2800.0
2,2.0,1380.0,0,0,72,1.0,0.0,0.0,0.0,2500.0
3,2.5,1375.0,0,0,215,0.0,0.0,0.0,0.0,2200.0
2,2.0,1100.0,0,0,215,0.0,0.0,0.0,0.0,1600.0
2,1.0,1176.0,1,0,13,0.0,1.0,0.0,0.0,1400.0
0,1.0,560.0,1,1,68,1.0,0.0,0.0,0.0,1235.0
1,1.0,677.0,1,1,68,1.0,0.0,0.0,0.0,1165.0
2,1.0,836.0,1,1,68,1.0,0.0,0.0,0.0,1255.0
2,2.0,1400.0,0,0,43,0.0,0.0,0.0,0.0,2150.0
3,2.5,1400.0,0,0,215,0.0,0.0,0.0,0.0,2250.0
1,1.0,800.0,0,0,101,0.0,1.0,0.0,0.0,1300.0
3,2.5,1050.0,0,0,66,0.0,0.0,0.0,0.0,1750.0
3,2.0,1371.060606060606,1,0,77,0.0,0.0,0.0,0.0,1700.0
2,2.0,924.0,0,0,65,1.0,0.0,0.0,0.0,1920.0
2,2.5,1100.0,1,1,215,0.0,0.0,0.0,0.0,1790.0
1,1.0,464.0,0,0,215,0.0,1.0,0.0,0.0,1250.0
1,1.0,539.0,0,0,92,0.0,1.0,0.0,0.0,975.0
2,1.0,1200.0,0,0,65,0.0,1.0,0.0,0.0,1300.0
1,1.0,1371.060606060606,0,0,65,0.0,1.0,0.0,0.0,1100.0
1,1.0,850.0,1,1,168,1.0,0.0,0.0,0.0,1000.0
1,1.0,850.0,1,1,168,1.0,0.0,0.0,0.0,1050.0
4,2.5,1743.0,0,0,52,0.0,0.0,0.0,0.0,2275.0
2,1.0,1371.060606060606,1,1,194,0.0,0.0,1.0,0.0,1700.0
3,2.0,1371.060606060606,1,1,39,0.0,0.0,0.0,1.0,2500.0
3,2.5,1457.0,0,0,215,0.0,0.0,0.0,0.0,2000.0
2,1.0,985.0,1,1,194,0.0,0.0,1.0,0.0,1675.0
2,2.0,835.0,0,0,215,0.0,0.0,1.0,0.0,1750.0
1,1.0,696.0,1,1,77,1.0,0.0,0.0,0.0,1200.0
1,1.0,696.0,1,1,77,1.0,0.0,0.0,0.0,1185.0
2,1.0,910.0,1,1,77,1.0,0.0,0.0,0.0,1400.0
0,1.0,500.0,1,1,32,1.0,0.0,0.0,0.0,900.0
2,2.0,1000.0,1,1,194,0.0,0.0,1.0,0.0,2100.0
3,2.5,1631.0,1,1,65,0.0,0.0,0.0,1.0,2900.0
2,1.0,950.0,0,0,194,0.0,1.0,0.0,0.0,1450.0
2,2.0,1371.060606060606,0,0,92,1.0,0.0,0.0,0.0,2450.0
2,1.0,1371.060606060606,0,0,52,0.0,0.0,1.0,0.0,1400.0
2,1.0,0.0,1,1,69,1.0,0.0,0.0,0.0,1195.0
1,1.0,0.0,1,1,69,1.0,0.0,0.0,0.0,1274.0
1,1.0,0.0,1,1,69,1.0,0.0,0.0,0.0,1224.0
3,2.0,1371.060606060606,0,1,74,1.0,0.0,0.0,0.0,1700.0
2,2.0,1371.060606060606,0,1,74,1.0,0.0,0.0,0.0,1525.0
2,2.0,1371.060606060606,0,1,74,1.0,0.0,0.0,0.0,1751.0
2,2.0,1371.060606060606,0,1,74,1.0,0.0,0.0,0.0,1509.0
1,1.0,1371.060606060606,0,1,74,1.0,0.0,0.0,0.0,1437.0
2,2.0,1371.060606060606,0,1,74,1.0,0.0,0.0,0.0,1621.0
2,2.0,1371.060606060606,0,1,74,1.0,0.0,0.0,0.0,1630.0
1,1.0,1371.060606060606,0,1,74,1.0,0.0,0.0,0.0,1406.0
2,1.0,1371.060606060606,0,1,74,1.0,0.0,0.0,0.0,1465.0
1,1.0,540.0,0,0,59,0.0,0.0,0.0,0.0,1500.0
4,2.0,2000.0,1,1,66,0.0,0.0,0.0,1.0,2100.0
1,1.0,1371.060606060606,0,0,215,0.0,1.0,0.0,0.0,899.0
2,1.0,1371.060606060606,0,1,65,1.0,0.0,0.0,0.0,1436.0
2,2.0,1371.060606060606,0,1,65,1.0,0.0,0.0,0.0,1603.0
2,2.0,1371.060606060606,0,1,65,1.0,0.0,0.0,0.0,1504.0
1,1.0,1371.060606060606,0,1,65,1.0,0.0,0.0,0.0,1412.0
2,2.0,1371.060606060606,0,1,65,1.0,0.0,0.0,0.0,1533.0
3,2.0,1371.060606060606,0,1,65,1.0,0.0,0.0,0.0,1745.0
3,2.5,1300.0,0,0,92,0.0,0.0,0.0,0.0,2150.0
0,1.0,1371.060606060606,0,0,72,0.0,0.0,1.0,0.0,1300.0
3,2.5,1711.0,0,0,74,0.0,0.0,0.0,1.0,2600.0
3,2.5,1112.0,1,1,101,0.0,0.0,0.0,0.0,1900.0
3,1.0,1371.060606060606,0,0,39,0.0,0.0,0.0,1.0,1800.0
1,2.0,1107.0,1,1,59,0.0,0.0,1.0,0.0,2600.0
3,1.5,1371.060606060606,0,0,101,0.0,0.0,0.0,0.0,1585.0
3,2.5,0.0,1,1,49,0.0,0.0,0.0,0.0,1950.0
1,1.0,0.0,1,1,225,1.0,0.0,0.0,0.0,1459.0
0,1.0,0.0,1,1,225,1.0,0.0,0.0,0.0,1244.0
2,1.0,0.0,1,1,225,1.0,0.0,0.0,0.0,1594.0
3,2.5,1371.060606060606,0,0,101,0.0,0.0,0.0,0.0,1950.0
1,1.0,596.0,1,1,49,1.0,0.0,0.0,0.0,1450.0
2,2.0,800.0,1,1,49,1.0,0.0,0.0,0.0,1700.0
3,2.0,1005.0,1,1,92,0.0,0.0,0.0,1.0,2250.0
2,2.0,812.0,1,1,168,1.0,0.0,0.0,0.0,2400.0
3,2.5,1371.060606060606,1,1,74,0.0,0.0,0.0,0.0,2150.0
4,2.5,1450.0,1,1,146,0.0,0.0,0.0,1.0,2950.0
2,1.5,1371.060606060606,1,0,215,0.0,0.0,0.0,0.0,1700.0
3,2.5,1174.0,1,1,69,0.0,0.0,0.0,1.0,1795.0
1,1.0,616.0,1,1,69,1.0,0.0,0.0,0.0,1264.0
3,1.0,1100.0,1,1,59,1.0,0.0,0.0,0.0,1500.0
2,1.0,1100.0,0,0,194,0.0,0.0,1.0,0.0,2200.0
3,1.0,1371.060606060606,1,1,69,0.0,0.0,0.0,0.0,1750.0
3,2.5,1410.0,0,0,74,0.0,0.0,0.0,0.0,1800.0
2,2.0,1000.0,0,0,290,0.0,0.0,1.0,0.0,1850.0
1,1.0,1371.060606060606,0,0,225,1.0,0.0,0.0,0.0,1000.0
2,1.0,1371.060606060606,0,0,92,0.0,0.0,0.0,1.0,1550.0
1,1.0,0.0,1,1,225,1.0,0.0,0.0,0.0,1259.0
2,1.0,0.0,1,1,225,1.0,0.0,0.0,0.0,1684.0
3,1.5,1371.060606060606,0,0,25,0.0,0.0,0.0,0.0,1500.0
2,2.0,1252.0,0,0,290,1.0,0.0,0.0,0.0,2399.0
0,1.0,0.0,1,1,17,1.0,0.0,0.0,0.0,1165.0
3,2.5,1350.0,0,0,74,0.0,0.0,0.0,1.0,2300.0
1,1.0,1371.060606060606,0,0,77,1.0,0.0,0.0,0.0,950.0
2,2.0,665.0,0,1,32,1.0,0.0,0.0,0.0,1395.0
2,2.0,667.0,0,1,32,1.0,0.0,0.0,0.0,1395.0
2,1.0,0.0,1,1,225,1.0,0.0,0.0,0.0,1594.0
2,1.0,0.0,1,1,225,1.0,0.0,0.0,0.0,1469.0
1,1.0,0.0,1,1,225,1.0,0.0,0.0,0.0,1384.0
5,2.5,2500.0,1,1,53,0.0,0.0,0.0,1.0,2300.0
3,2.5,1557.0,0,0,215,0.0,0.0,0.0,1.0,2100.0
6,2.5,1600.0,1,1,20,0.0,0.0,0.0,1.0,1.0
3,2.5,1371.060606060606,1,1,215,1.0,0.0,0.0,0.0,2450.0
2,1.0,996.0,1,1,53,1.0,0.0,0.0,0.0,1425.0
3,1.0,1300.0,1,1,53,1.0,0.0,0.0,0.0,1665.0
3,2.5,1371.060606060606,1,0,77,0.0,0.0,0.0,0.0,1800.0
2,1.0,1087.0,0,0,101,0.0,0.0,1.0,0.0,1750.0
3,1.5,1371.060606060606,1,1,66,0.0,0.0,0.0,0.0,1600.0
4,2.0,1300.0,1,1,40,0.0,0.0,0.0,1.0,2500.0
1,1.0,0.0,0,0,168,1.0,0.0,0.0,0.0,1350.0
1,1.0,530.0,0,0,215,0.0,1.0,0.0,0.0,1250.0
3,2.5,1850.0,1,1,9,0.0,0.0,0.0,0.0,2100.0
2,1.0,1300.0,0,0,66,0.0,0.0,0.0,1.0,1095.0
1,1.0,780.0,1,1,194,1.0,0.0,0.0,0.0,1365.0
1,1.0,685.0,0,0,66,1.0,0.0,0.0,0.0,1500.0
1,1.0,1371.060606060606,0,0,101,0.0,0.0,0.0,1.0,1295.0
1,1.0,523.0,1,1,25,1.0,0.0,0.0,0.0,1359.0
3,2.5,1400.0,1,1,59,0.0,0.0,0.0,0.0,2400.0
2,2.0,809.0,1,1,290,1.0,0.0,0.0,0.0,1645.0
2,2.0,998.0,1,1,290,1.0,0.0,0.0,0.0,1725.0
2,2.0,1285.0,0,0,290,0.0,0.0,1.0,0.0,2600.0
3,2.5,1734.0,1,1,215,0.0,0.0,0.0,0.0,2350.0
2,1.0,1371.060606060606,0,0,32,1.0,0.0,0.0,0.0,1425.0
3,2.5,1312.0,0,0,66,0.0,0.0,0.0,0.0,1950.0
3,2.5,1500.0,0,0,74,0.0,0.0,0.0,0.0,2950.0
1,1.0,721.0,1,1,92,0.0,0.0,1.0,0.0,1250.0
4,2.5,1371.060606060606,0,0,53,0.0,0.0,0.0,1.0,2200.0
1,1.0,585.0,1,1,146,1.0,0.0,0.0,0.0,1600.0
2,2.0,771.0,1,1,146,1.0,0.0,0.0,0.0,1900.0
1,1.0,650.0,0,0,290,0.0,0.0,1.0,0.0,1050.0
2,2.0,1000.0,1,1,32,0.0,0.0,0.0,1.0,2100.0
2,2.0,727.0,1,1,72,0.0,0.0,1.0,0.0,1850.0
2,1.0,1000.0,0,0,168,0.0,0.0,1.0,0.0,1800.0
2,1.0,860.0,1,1,194,0.0,0.0,1.0,0.0,2000.0
1,1.5,1371.060606060606,0,0,65,1.0,0.0,0.0,0.0,1750.0
2,1.0,908.0,0,0,101,0.0,0.0,1.0,0.0,2400.0
3,2.5,2500.0,1,1,74,0.0,0.0,0.0,1.0,3000.0
3,2.5,1371.0,1,1,25,0.0,0.0,0.0,0.0,2095.0
1,1.0,698.58,0,0,215,0.0,0.0,1.0,0.0,1450.0
3,2.5,1600.0,0,0,36,0.0,0.0,0.0,0.0,2100.0
1,1.0,1000.0,0,0,215,0.0,0.0,0.0,1.0,1175.0
2,2.0,812.0,1,1,168,1.0,0.0,0.0,0.0,2550.0
2,2.0,973.0,1,1,168,1.0,0.0,0.0,0.0,2450.0
2,2.0,973.0,1,1,168,1.0,0.0,0.0,0.0,2650.0
2,2.0,812.0,1,1,168,1.0,0.0,0.0,0.0,2450.0
2,1.0,750.0,1,1,22,0.0,0.0,1.0,0.0,1450.0
2,1.0,800.0,0,0,53,1.0,0.0,0.0,0.0,1250.0
2,2.0,812.0,1,0,168,0.0,0.0,1.0,0.0,3250.0
2,1.0,1371.060606060606,1,1,194,0.0,1.0,0.0,0.0,1150.0
3,2.5,1471.0,1,1,215,0.0,0.0,0.0,0.0,2145.0
2,1.0,744.0,0,0,22,0.0,1.0,0.0,0.0,1100.0
1,1.0,1371.060606060606,1,1,168,1.0,0.0,0.0,0.0,2095.0
1,1.0,1371.060606060606,1,1,43,1.0,0.0,0.0,0.0,1000.0
2,1.0,1100.0,0,0,194,0.0,1.0,0.0,0.0,1300.0
2,2.0,973.0,0,0,168,0.0,0.0,1.0,0.0,3250.0
2,1.0,865.0,0,0,194,0.0,0.0,1.0,0.0,1495.0
1,1.0,1371.060606060606,1,1,194,1.0,0.0,0.0,0.0,1795.0
2,1.0,1200.0,0,0,146,0.0,1.0,0.0,0.0,1850.0
1,1.0,688.0,1,1,66,0.0,0.0,0.0,1.0,1299.0
1,1.0,1371.060606060606,1,1,101,0.0,1.0,0.0,0.0,995.0
0,1.0,400.0,1,1,290,1.0,0.0,0.0,0.0,1235.0
1,1.0,570.0,1,1,290,1.0,0.0,0.0,0.0,1390.0
2,1.0,853.0,1,1,290,1.0,0.0,0.0,0.0,1685.0
2,1.0,1050.0,0,0,65,0.0,0.0,0.0,0.0,1750.0
2,2.5,1371.060606060606,1,1,66,0.0,0.0,0.0,0.0,1500.0
1,1.0,1371.060606060606,1,1,290,0.0,0.0,1.0,0.0,1450.0
4,3.5,2200.0,1,1,215,0.0,0.0,0.0,1.0,2400.0
2,2.0,925.0,0,0,290,0.0,0.0,1.0,0.0,2400.0
2,1.5,1100.0,0,0,40,0.0,0.0,1.0,0.0,1600.0
1,1.0,1371.060606060606,0,1,168,0.0,0.0,1.0,0.0,1800.0
1,1.0,1371.060606060606,0,1,215,0.0,1.0,0.0,0.0,1100.0
1,1.0,570.0,1,1,69,1.0,0.0,0.0,0.0,1144.0
2,1.0,0.0,1,1,69,1.0,0.0,0.0,0.0,1315.0
4,3.5,1950.0,0,0,69,0.0,0.0,0.0,0.0,2500.0
1,1.0,875.0,0,0,101,0.0,1.0,0.0,0.0,1750.0
0,1.0,337.0,0,0,290,0.0,0.0,1.0,0.0,1050.0
2,1.0,1371.060606060606,1,1,68,0.0,1.0,0.0,0.0,1100.0
1,1.0,826.78,1,1,290,0.0,0.0,1.0,0.0,1650.0
2,1.0,1200.0,0,0,66,0.0,1.0,0.0,0.0,1875.0
3,1.5,1300.0,1,1,66,0.0,0.0,1.0,0.0,1595.0
2,1.0,0.0,0,0,16,1.0,0.0,0.0,0.0,1495.0
1,1.0,1371.060606060606,1,0,225,1.0,0.0,0.0,0.0,1100.0
4,1.0,1000.0,0,0,146,0.0,0.0,0.0,0.0,1900.0
0,1.0,0.0,1,1,69,1.0,0.0,0.0,0.0,999.0
1,1.0,0.0,1,1,69,1.0,0.0,0.0,0.0,1284.0
1,2.5,1371.060606060606,0,0,53,0.0,0.0,0.0,0.0,690.0
0,1.0,1371.060606060606,1,1,66,1.0,0.0,0.0,0.0,1025.0
2,2.0,962.0,0,0,290,1.0,0.0,0.0,0.0,1795.0
1,1.0,776.0,0,0,290,1.0,0.0,0.0,0.0,1495.0
2,1.0,800.0,1,1,32,0.0,1.0,0.0,0.0,1350.0
2,2.0,1269.0,0,0,168,0.0,0.0,1.0,0.0,2700.0
1,1.0,750.0,0,0,225,0.0,0.0,1.0,0.0,2650.0
2,2.0,89.0,0,0,77,0.0,0.0,1.0,0.0,1500.0
1,1.0,1371.060606060606,0,0,168,0.0,0.0,0.0,1.0,1350.0
3,2.5,1200.0,0,1,215,0.0,0.0,0.0,0.0,2000.0
2,2.0,915.0,0,1,168,0.0,0.0,1.0,0.0,2999.0
2,2.5,1371.060606060606,0,0,215,0.0,0.0,0.0,0.0,1850.0
0,1.0,446.0,1,1,69,1.0,0.0,0.0,0.0,979.0
1,1.0,532.0,1,1,69,1.0,0.0,0.0,0.0,1109.0
2,2.0,800.0,1,0,225,0.0,0.0,1.0,0.0,1650.0
2,1.0,1371.060606060606,0,0,66,0.0,1.0,0.0,0.0,1150.0
1,1.0,850.0,1,0,77,0.0,1.0,0.0,0.0,1280.0
3,2.0,1371.060606060606,0,0,146,0.0,0.0,0.0,1.0,2200.0
3,2.5,1500.0,0,0,215,0.0,0.0,0.0,1.0,2200.0
2,2.0,1371.060606060606,1,1,74,1.0,0.0,0.0,0.0,1550.0
3,2.0,1371.060606060606,1,1,74,1.0,0.0,0.0,0.0,2000.0
0,1.0,1371.060606060606,0,0,290,1.0,0.0,0.0,0.0,750.0
1,1.0,900.0,0,0,290,1.0,0.0,0.0,0.0,850.0
1,1.0,1371.060606060606,0,0,215,0.0,1.0,0.0,0.0,1275.0
1,1.0,0.0,0,0,194,1.0,0.0,0.0,0.0,1295.0
2,1.0,0.0,0,0,194,0.0,0.0,0.0,1.0,1495.0
3,2.5,1900.0,0,0,36,0.0,0.0,0.0,1.0,2350.0
3,1.0,1000.0,0,0,22,0.0,0.0,0.0,0.0,1450.0
1,1.0,657.0,1,1,225,1.0,0.0,0.0,0.0,1184.0
2,1.0,817.0,1,1,225,1.0,0.0,0.0,0.0,1399.0
2,2.0,1371.060606060606,1,1,72,0.0,1.0,0.0,0.0,1750.0
1,1.0,0.0,0,0,146,1.0,0.0,0.0,0.0,1295.0
1,1.0,0.0,0,0,146,1.0,0.0,0.0,0.0,1250.0
2,1.0,800.0,0,0,16,0.0,1.0,0.0,0.0,1300.0
9,7.0,1371.060606060606,0,0,146,0.0,0.0,0.0,0.0,750.0
2,2.0,1371.060606060606,1,0,194,0.0,0.0,1.0,0.0,1750.0
0,1.0,450.0,1,1,168,0.0,0.0,1.0,0.0,1500.0
3,1.0,1033.0,1,1,16,0.0,0.0,0.0,0.0,1550.0
1,1.0,750.0,0,0,17,0.0,1.0,0.0,0.0,1200.0
2,2.0,800.0,1,1,194,0.0,0.0,1.0,0.0,2600.0
3,1.0,1100.0,1,1,32,0.0,0.0,0.0,1.0,1950.0
0,1.0,1371.060606060606,0,0,225,1.0,0.0,0.0,0.0,850.0
1,1.0,500.0,1,0,290,0.0,0.0,1.0,0.0,1375.0
2,2.0,1800.0,1,1,194,1.0,0.0,0.0,0.0,3195.0
1,1.0,1371.060606060606,1,0,290,0.0,0.0,1.0,0.0,1375.0
3,2.5,1600.0,0,0,92,0.0,0.0,0.0,0.0,2800.0
3,1.0,1371.060606060606,1,1,225,0.0,0.0,0.0,1.0,2250.0
1,2.0,1371.060606060606,0,0,290,1.0,0.0,0.0,0.0,2395.0
3,2.5,1371.060606060606,1,1,215,1.0,0.0,0.0,0.0,2100.0
2,1.0,925.0,1,1,77,0.0,1.0,0.0,0.0,1500.0
1,1.0,1371.060606060606,1,0,101,1.0,0.0,0.0,0.0,1175.0
0,1.0,1371.060606060606,1,0,101,1.0,0.0,0.0,0.0,975.0
3,1.0,1371.060606060606,1,1,69,0.0,0.0,0.0,0.0,1650.0
3,2.5,1700.0,1,1,215,0.0,0.0,0.0,1.0,2300.0
1,1.0,1371.060606060606,1,1,215,1.0,0.0,0.0,0.0,1150.0
1,1.0,650.0,1,0,32,1.0,0.0,0.0,0.0,925.0
1,1.0,850.0,0,0,215,0.0,0.0,1.0,0.0,1750.0
2,1.0,1371.060606060606,1,0,77,1.0,0.0,0.0,0.0,1395.0
1,1.0,1371.060606060606,1,1,194,1.0,0.0,0.0,0.0,1600.0
2,2.0,1371.060606060606,1,1,215,1.0,0.0,0.0,0.0,2395.0
2,2.0,831.0,0,0,215,0.0,0.0,1.0,0.0,1600.0
2,2.0,1371.060606060606,0,0,194,1.0,0.0,0.0,0.0,2395.0
0,1.0,1371.060606060606,1,0,290,1.0,0.0,0.0,0.0,1125.0
1,1.0,1371.060606060606,1,0,290,1.0,0.0,0.0,0.0,1400.0
2,1.0,1371.060606060606,1,0,290,1.0,0.0,0.0,0.0,1665.0
2,2.0,925.0,0,0,194,1.0,0.0,0.0,0.0,1450.0
2,2.0,1371.060606060606,1,1,168,1.0,0.0,0.0,0.0,2795.0
3,2.5,1371.060606060606,0,0,215,0.0,0.0,0.0,0.0,2100.0
1,1.0,1371.060606060606,0,0,59,1.0,0.0,0.0,0.0,1595.0
2,2.0,1260.0,0,0,290,0.0,0.0,1.0,0.0,3500.0
2,2.5,1209.0,0,0,215,0.0,0.0,0.0,0.0,1850.0
2,1.0,1371.060606060606,0,0,66,1.0,0.0,0.0,0.0,1895.0
1,1.0,1371.060606060606,1,1,194,1.0,0.0,0.0,0.0,1795.0
1,1.0,650.0,0,0,168,1.0,0.0,0.0,0.0,1400.0
1,1.0,515.0,0,0,66,0.0,1.0,0.0,0.0,995.0
3,2.5,1371.060606060606,1,1,215,1.0,0.0,0.0,0.0,2795.0
1,1.0,1371.060606060606,1,1,66,1.0,0.0,0.0,0.0,1150.0
2,2.5,1371.060606060606,1,1,66,1.0,0.0,0.0,0.0,2995.0
3,1.5,1371.060606060606,0,0,39,0.0,0.0,0.0,0.0,600.0
1,1.0,1371.060606060606,1,1,74,1.0,0.0,0.0,0.0,1150.0
2,2.0,1371.060606060606,1,1,168,1.0,0.0,0.0,0.0,2350.0
0,1.0,1371.060606060606,1,0,290,1.0,0.0,0.0,0.0,1150.0
1,1.0,1371.060606060606,1,0,290,1.0,0.0,0.0,0.0,1400.0
2,1.0,1371.060606060606,1,0,290,1.0,0.0,0.0,0.0,1650.0
